Portal,Organization,Wikidata URI,DBpedia URI
opendata_government_bg,Регионален инспекторат по образованието - гр. Търговище,,
opendata_government_bg,Регионален управление на образованието - гр. Ловеч,,
opendata_government_bg,Регионална дирекция по горите - Русе,,
opendata_government_bg,Регионална здравна инспекция - Габрово,,
opendata_government_bg,Регионална здравна инспекция - гр. Благоевград,,
opendata_government_bg,Регионална здравна инспекция -гр. Бургас,,
opendata_government_bg,Регионална здравна инспекция - гр. Варна,,
opendata_government_bg,Регионална здравна инспекция - гр. Велико Търново,,
opendata_government_bg,Регионална здравна инспекция - гр. Видин,,
opendata_government_bg,Регионална здравна инспекция - гр. Враца,,
opendata_government_bg,Регионална здравна инспекция - гр. Ловеч,,
opendata_government_bg,Регионална здравна инспекция - гр. Монтана,,
opendata_government_bg,Регионална здравна инспекция - гр. Пазарджик,,
opendata_government_bg,Регионална здравна инспекция - гр. Перник,,
opendata_government_bg,Регионална здравна инспекция - гр. Плевен,,
opendata_government_bg,Регионална здравна инспекция - гр. Пловдив,,
opendata_government_bg,Регионална здравна инспекция - гр. Разград,,
opendata_government_bg,Регионална здравна инспекция - гр. Русе,,
opendata_government_bg,Регионална здравна инспекция - гр. Силистра,,
opendata_government_bg,Регионална здравна инспекция - гр. Смолян,,
opendata_government_bg,Регионална здравна инспекция - гр. София,,
opendata_government_bg,Регионална здравна инспекция - гр. Хасково,,
opendata_government_bg,Регионална здравна инспекция - гр. Шумен,,
opendata_government_bg,Регионална здравна инспекция - гр. Ямбол,,
opendata_government_bg,Регионална здравна инспекция - Добрич,,
opendata_government_bg,Регионална здравна инспекция - Кърджали,,
opendata_government_bg,Регионална здравна инспекция - Кюстендил,,
opendata_government_bg,Регионална здравна инспекция - Сливен,,
opendata_government_bg,Регионална здравна инспекция - Софийска област,,
opendata_government_bg,Регионална здравна инспекция - Стара Загора,,
opendata_government_bg,Регионална здравна инспекция - Търговище,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Благоевград,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Бургас,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Варна,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Враца,,
opendata_government_bg,Регионална инспекция по околната среда и водите - гр. Велико Търново,,
opendata_government_bg,Регионална инспекция по околната среда и водите - гр. Пазарджик,,
opendata_government_bg,Регионална инспекция по околната среда и водите - гр. Плевен,,
opendata_government_bg,Регионална инспекция по околната среда и водите - гр. Смолян,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Русе,,
opendata_government_bg,Регионална инспекция по околната среда и водите - София,,
opendata_government_bg,Регионална инспекция по околната среда и водите - Хасково,,
opendata_government_bg,Регионално управление на образованието - гр. Варна,,
opendata_government_bg,Регионално управление на образованието - гр. Велико Търново ,,
opendata_government_bg,Регионално управление на образованието - гр. Враца,,
opendata_government_bg,Регионално управление на образованието - гр. Габрово,,
opendata_government_bg,Регионално управление на образованието - гр. Добрич,,
opendata_government_bg,Регионално управление на образованието - гр. Кърджали,,
opendata_government_bg,Регионално управление на образованието - гр. Кюстендил,,
opendata_government_bg,Регионално управление на образованието - гр. Перник,,
opendata_government_bg,Регионално управление на образованието - гр. Плевен,,
opendata_government_bg,Регионално управление на образованието - гр. Пловдив,,
opendata_government_bg,Регионално управление на образованието гр.Силистра,,
opendata_government_bg,Регионално управление на образованието - гр. Сливен,,
opendata_government_bg,Регионално управление на образованието - гр. Смолян,,
opendata_government_bg,Регионално управление на образованието - гр. Стара Загора ,,
opendata_government_bg,Регионално управление на образованието - гр. Търговище,,
opendata_government_bg,Регионално управление на образованието - гр. Хасково,,
opendata_government_bg,Регионално управление на образованието - гр. Ямбол,,
opendata_government_bg,Регионално управление на образованието -  Разград,,
opendata_government_bg,Регионално управление на образованието - София-град,,
opendata_government_bg,Регионално управление на образованието - София област,,
opendata_government_bg,Регионално управление на образованието - Хасково,,
opendata_government_bg,Регионално управление на образованието - Шумен,,
opendata_government_bg,"Регистър на земи - общинска собственост, отдадени под наем/аренда",,
opendata_government_bg,Реригонален инспекторат по образованието - гр. Силистра,,
opendata_government_bg,РИОСВ - Монтана,,
opendata_government_bg,РИОСВ - Стара Загора,,
opendata_government_bg,РИОСВ - Шумен ,,
opendata_government_bg,Сметна палата,http://www.wikidata.org/entity/Q10983451,
opendata_government_bg,Столична община,http://www.wikidata.org/entity/Q4442915,
opendata_government_bg,Столична регионална здравна инспекция (СРЗИ),,
opendata_government_bg,Стоянка Николова,http://www.wikidata.org/entity/Q3721467,
opendata_government_bg,Стоян Стоянов,http://www.wikidata.org/entity/Q4306207,
opendata_government_bg,Таня Минчева Цолова,,
opendata_government_bg,Таня Цолова,,
opendata_government_bg,Холдинг-Български Държавни Железници ЕАД,,
opendata_government_bg,Централен регистър на особените залози към Министерството на правосъдието,,
opendata_government_bg,Централна избирателна комисия,http://www.wikidata.org/entity/Q2747600,
opendata_government_bg,Централна избирателна комисия [Тестова организация],,
opendata_government_bg,Център за асистирана репродукция,,
opendata_government_bg,Център за превенция и противодействие на корупцията и организираната престъпност,,
opendata_government_bg,,,
opendata_hu, ,,http://dbpedia.org/resource/United_States
opendata_hu,BI projekt,,
opendata_hu,bkk.hu,,
opendata_hu,cib.hu,,
opendata_hu,Dmlab,http://www.wikidata.org/entity/Q29728739,
opendata_hu,eski.hu,,
opendata_hu,gyemszi.hu,,
opendata_hu,K-Monitor,,
opendata_hu,Kovacs Janos,http://www.wikidata.org/entity/Q18812060,
opendata_hu,kSH,http://www.wikidata.org/entity/Q204222,http://dbpedia.org/resource/Kshatriya
opendata_hu,mek.oszk.hu,,
opendata_hu,Merényi Miklós,,
opendata_hu,MNB,http://www.wikidata.org/entity/Q774636,http://dbpedia.org/resource/Museo_Nacional_de_Bellas_Artes_(Buenos_Aires)
opendata_hu,MTA NYTI,,
opendata_hu,MTA SZTAKI,http://www.wikidata.org/entity/Q7727247,http://dbpedia.org/resource/MTA_SZTAKI_Laboratory_of_Parallel_and_Distributed_Systems
opendata_hu,Nyelv és Tudomány,http://www.wikidata.org/entity/Q1219175,
opendata_hu,oep.hu,,
opendata_hu,openaviationmap.org/,,
opendata_hu,openstreetmap.hu,,
opendata_hu,posta.hu,,
opendata_hu,Precognox,,
opendata_hu,Szerencsejatek.hu,,
opendata_hu,vpe.hu,,
opendata_hu,,,
opendatahub_gr,Greek DBpedia Team - http://wiki.el.dbpedia.org/en/people,,
opendatahub_gr,http://geodata.gov.gr/geodata/,,
opendatahub_gr,IOANNIS PARAPONTIS,,
opendatahub_gr,Nena Xanthopoulou,,
opendatahub_gr,OKFN Greece,,
opendatahub_gr,Sotiris Karampatakis,,
opendatahub_gr,Spiros Alexiou,,
opendatahub_gr,Θωμάς Κων/νος,,
opendatahub_gr,Θωμάς Κων/νος ,,
opendatahub_gr,Νέμπαρης Νικόλαος ,,
opendatahub_gr,Πατεράκη Αναστασία,,
opendatahub_gr,Πατεράκη Αναστασία ,,
opendatahub_gr, Τμήματος Σταυρόπουλος Αθανάσιος ,,
opendatahub_gr,"Υπουργείο Εσωτερικών, Αποκέντρωσης & Ηλεκτρονικής Διακυβέρνησης  ",http://www.wikidata.org/entity/Q3555550,
opendatahub_gr,"Υπουργείο Περιβάλλοντος, Ενέργειας και Κλιματικής Αλλαγής",http://www.wikidata.org/entity/Q3557152,
opendatahub_gr,Υπουργείο Προστασίας του Πολίτη,http://www.wikidata.org/entity/Q12885652,
opendatahub_gr,,,
opendata_lasvegasnevada_gov,Administrative Services,http://www.wikidata.org/entity/Q56818478,http://dbpedia.org/resource/Public_administration
opendata_lasvegasnevada_gov,Allan,http://www.wikidata.org/entity/Q2616573,http://dbpedia.org/resource/Music_criticism
opendata_lasvegasnevada_gov,American Community Survey Table S0801 1 year estimates,,
opendata_lasvegasnevada_gov,Anthony,http://www.wikidata.org/entity/Q12241622,http://dbpedia.org/resource/Iron_Man
opendata_lasvegasnevada_gov,Assley,,
opendata_lasvegasnevada_gov,bigbaer,,
opendata_lasvegasnevada_gov,Bruce,http://www.wikidata.org/entity/Q579371,http://dbpedia.org/resource/Batman
opendata_lasvegasnevada_gov,Building and Safety,,
opendata_lasvegasnevada_gov,Carol Meyer,http://www.wikidata.org/entity/Q63970505,
opendata_lasvegasnevada_gov,Charles,http://www.wikidata.org/entity/Q2958359,"http://dbpedia.org/resource/Charleston,_South_Carolina"
opendata_lasvegasnevada_gov,City Clerk,http://www.wikidata.org/entity/Q883211,http://dbpedia.org/resource/Clerk_(municipal_official)
opendata_lasvegasnevada_gov,City of Las Vegas,http://www.wikidata.org/entity/Q23768,http://dbpedia.org/resource/Las_Vegas
opendata_lasvegasnevada_gov,City of Las Vegas Building and Safety Department,,
opendata_lasvegasnevada_gov,"City of Las Vegas, Department of Public Works, Transportation Engineering, Transportation Systems Planning Section

333 North Rancho Drive
Las Vegas, Nevada 89106
Phone (702) 229-6327
Fax (702) 382-3901

www.lasvegasnevada.gov",,
opendata_lasvegasnevada_gov,"City of Las Vegas, Department of Public Works, Transportation Engineering, Transportation Systems Planning Section333 North Rancho DriveLas Vegas, Nevada 89106Phone (702) 229-6327Fax (702) 382-3901www.lasvegasnevada.gov",,
opendata_lasvegasnevada_gov,City of Las Vegas Economic and Urban Development,,
opendata_lasvegasnevada_gov,City of Las Vegas Economic and Urban Development Parking Division,,
opendata_lasvegasnevada_gov,"City of Las Vegas, Employee Survey",,
opendata_lasvegasnevada_gov,"City of Las Vegas, Human Resources",,
opendata_lasvegasnevada_gov,City of Las Vegas Office of Communications,,
opendata_lasvegasnevada_gov,City of Las Vegas Office of Cultural Affairs,,
opendata_lasvegasnevada_gov,"City of Las Vegas, Oracle",,
opendata_lasvegasnevada_gov,"City of Las Vegas, Organizational Health",,
opendata_lasvegasnevada_gov,City of  Las Vegas Parks and Recreation,,
opendata_lasvegasnevada_gov,City of Las Vegas Planning Dapertment,,
opendata_lasvegasnevada_gov,City of Las Vegas Rectrac,,
opendata_lasvegasnevada_gov,City of Las Vegas Rectrac team,,
opendata_lasvegasnevada_gov,"City of Las Vegas, Youth Development and Social Innovation",,
opendata_lasvegasnevada_gov,Clark County Assessor,,"http://dbpedia.org/resource/Clark_County,_Nevada"
opendata_lasvegasnevada_gov,Clark County School District,http://www.wikidata.org/entity/Q4261591,http://dbpedia.org/resource/Clark_County_School_District
opendata_lasvegasnevada_gov,claytGMG,,
opendata_lasvegasnevada_gov,CLV Business Licensing,,
opendata_lasvegasnevada_gov,CLV Code Enforcement,,
opendata_lasvegasnevada_gov,CMD,http://www.wikidata.org/entity/Q2008856,http://dbpedia.org/resource/Commander_(United_States)
opendata_lasvegasnevada_gov,Community Services,http://www.wikidata.org/entity/Q34083596,http://dbpedia.org/resource/Welfare
opendata_lasvegasnevada_gov,Craig Andrews,,
opendata_lasvegasnevada_gov,Cultural Affairs,http://www.wikidata.org/entity/Q2986523,http://dbpedia.org/resource/Agency_for_Cultural_Affairs
opendata_lasvegasnevada_gov,Darrell Cabales,,
opendata_lasvegasnevada_gov,Department of Finance,http://www.wikidata.org/entity/Q3002326,http://dbpedia.org/resource/Finance_minister
opendata_lasvegasnevada_gov,Department of Parks and Recreation,http://www.wikidata.org/entity/Q7101287,http://dbpedia.org/resource/New_York_City_Department_of_Parks_and_Recreation
opendata_lasvegasnevada_gov,Department of Public Safety,http://www.wikidata.org/entity/Q7080801,http://dbpedia.org/resource/Texas_Department_of_Public_Safety
opendata_lasvegasnevada_gov,Dylan Bussone,,
opendata_lasvegasnevada_gov,Economic and Urban Development Department,,
opendata_lasvegasnevada_gov,Efeher,,
opendata_lasvegasnevada_gov,ETC Institute,,
opendata_lasvegasnevada_gov,Flipside,http://www.wikidata.org/entity/Q5459731,http://dbpedia.org/resource/A-side_and_B-side
opendata_lasvegasnevada_gov,Gayle Lloyd-Leakos,,
opendata_lasvegasnevada_gov,GlobalNet,http://www.wikidata.org/entity/Q5570049,http://dbpedia.org/resource/GlobalNet
opendata_lasvegasnevada_gov,Gucci702,,
opendata_lasvegasnevada_gov,Help Hope Home,,
opendata_lasvegasnevada_gov,https://www.lasvegasnevada.gov/Government/Departments/Public-Safety,,
opendata_lasvegasnevada_gov,Human Resources,http://www.wikidata.org/entity/Q5467169,http://dbpedia.org/resource/Human_resources
opendata_lasvegasnevada_gov,Human Resources Department,,http://dbpedia.org/resource/Human_resources
opendata_lasvegasnevada_gov,Information Technologies,http://www.wikidata.org/entity/Q40437218,http://dbpedia.org/resource/Information_technology
opendata_lasvegasnevada_gov,Information Technologies Department,,
opendata_lasvegasnevada_gov,iondata,,
opendata_lasvegasnevada_gov,James Kobolt,,
opendata_lasvegasnevada_gov,JBeaty,,
opendata_lasvegasnevada_gov,Jennifer,http://www.wikidata.org/entity/Q4677161,http://dbpedia.org/resource/Jennifer_Lopez
opendata_lasvegasnevada_gov,Jennifer Hensley,,
opendata_lasvegasnevada_gov,Jim Azar,,
opendata_lasvegasnevada_gov,John,http://www.wikidata.org/entity/Q328804,http://dbpedia.org/resource/Pope_John_Paul_II
opendata_lasvegasnevada_gov,johnnypie,,
opendata_lasvegasnevada_gov,Jordan Gilbertson,,
opendata_lasvegasnevada_gov,Jordan Rodges,,
opendata_lasvegasnevada_gov,jsandecki,,
opendata_lasvegasnevada_gov,jvida,,
opendata_lasvegasnevada_gov,Kaleigh Keley,,
opendata_lasvegasnevada_gov,Kelly,http://www.wikidata.org/entity/Q928249,http://dbpedia.org/resource/Green
opendata_lasvegasnevada_gov,korena,http://www.wikidata.org/entity/Q26221904,http://dbpedia.org/resource/Trgoviški_Timok
opendata_lasvegasnevada_gov,Kramar - Ward 6,,
opendata_lasvegasnevada_gov,Las Vegas Fire and Rescue,,
opendata_lasvegasnevada_gov,Las Vegas Fire & Rescue,http://www.wikidata.org/entity/Q6492570,http://dbpedia.org/resource/Las_Vegas_Fire_&_Rescue
opendata_lasvegasnevada_gov,Las Vegas Municipal Court,,
opendata_lasvegasnevada_gov,Liberty Intelligence Agency,,
opendata_lasvegasnevada_gov,Lisa,http://www.wikidata.org/entity/Q1588186,http://dbpedia.org/resource/Chardonnay
opendata_lasvegasnevada_gov,LKM,http://www.wikidata.org/entity/Q1739331,http://dbpedia.org/resource/Loadable_kernel_module
opendata_lasvegasnevada_gov,LVFR via CARES registry,,
opendata_lasvegasnevada_gov,LWade,,
opendata_lasvegasnevada_gov,Megan Schneider,,
opendata_lasvegasnevada_gov,Michael,http://www.wikidata.org/entity/Q45581,http://dbpedia.org/resource/Michael_Jackson
opendata_lasvegasnevada_gov,MOJO Michele,,
opendata_lasvegasnevada_gov,"Moodys, Standard and Poors, and Fitch.",,
opendata_lasvegasnevada_gov,MyResearcher via Applied Analysis,,
opendata_lasvegasnevada_gov,nddille@gmail.com,,
opendata_lasvegasnevada_gov,Nevada Department of Transportation,http://www.wikidata.org/entity/Q886390,http://dbpedia.org/resource/Nevada_Department_of_Transportation
opendata_lasvegasnevada_gov,NEVADA DEPARTMENT OF TRANSPORTATION,http://www.wikidata.org/entity/Q886390,http://dbpedia.org/resource/Nevada_Department_of_Transportation
opendata_lasvegasnevada_gov,Nevada Report Card,,
opendata_lasvegasnevada_gov,Nic,http://www.wikidata.org/entity/Q811,http://dbpedia.org/resource/Nicaragua
opendata_lasvegasnevada_gov,Nichole,http://www.wikidata.org/entity/Q56540037,http://dbpedia.org/resource/Craigslist
opendata_lasvegasnevada_gov,Nvstg8u,,
opendata_lasvegasnevada_gov,Office of Communications,http://www.wikidata.org/entity/Q1529532,http://dbpedia.org/resource/Ofcom
opendata_lasvegasnevada_gov,Office of Community Services,http://www.wikidata.org/entity/Q55627328,
opendata_lasvegasnevada_gov,Office of Cultural Affairs,,http://dbpedia.org/resource/New_Mexico_Department_of_Cultural_Affairs
opendata_lasvegasnevada_gov,Operations and Maintenance,http://www.wikidata.org/entity/Q377820,"http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
opendata_lasvegasnevada_gov,Parks and Recreation,http://www.wikidata.org/entity/Q218035,http://dbpedia.org/resource/Parks_and_Recreation
opendata_lasvegasnevada_gov,pavanbulsu,,
opendata_lasvegasnevada_gov,Planning Department,http://www.wikidata.org/entity/Q7210865,http://dbpedia.org/resource/Urban_planning
opendata_lasvegasnevada_gov,Public Works,http://www.wikidata.org/entity/Q627364,http://dbpedia.org/resource/Great_Famine_(Ireland)
opendata_lasvegasnevada_gov,Rachel Stephensen,,
opendata_lasvegasnevada_gov,Randy Anderson,http://www.wikidata.org/entity/Q7292062,http://dbpedia.org/resource/Randy_Anderson
opendata_lasvegasnevada_gov,Raquelxo,,
opendata_lasvegasnevada_gov,Regional Transportation Commission of Southern Nevada,http://www.wikidata.org/entity/Q7309181,http://dbpedia.org/resource/Regional_Transportation_Commission_of_Southern_Nevada
opendata_lasvegasnevada_gov,ReInvent Program- YDSI City of Las Vegas,,
opendata_lasvegasnevada_gov,RGrimblot,,
opendata_lasvegasnevada_gov,Roger Pons Amenós,,
opendata_lasvegasnevada_gov,Shadow,http://www.wikidata.org/entity/Q160020,http://dbpedia.org/resource/Harold_Wilson
opendata_lasvegasnevada_gov,Southern Nevada Health District,http://www.wikidata.org/entity/Q30283733,
opendata_lasvegasnevada_gov,STAR Communities,,
opendata_lasvegasnevada_gov,State of Nevada Department of Education,,
opendata_lasvegasnevada_gov,Strong Start Program - YDSI City of Las Vegas,,
opendata_lasvegasnevada_gov,Tasha Ealy,,
opendata_lasvegasnevada_gov,Teiana,http://www.wikidata.org/entity/Q52681,
opendata_lasvegasnevada_gov,The Nevada Legislature,,
opendata_lasvegasnevada_gov,thetecumsehgroup@gmail.com,,
opendata_lasvegasnevada_gov,ToriCarreon,,
opendata_lasvegasnevada_gov,YDSI City of Las Vegas & NPWR  http://npwr.nv.gov/reports,,
opendata_lasvegasnevada_gov,,,
opendata_lisra_jp,ふじのくにオープンデータ,,
opendata_lisra_jp,aokada,,
opendata_lisra_jp,名古屋市（データ化はLisraが担当）,,
opendata_lisra_jp,,,
opendata_opennorth_se,Acino AB,,
opendata_opennorth_se,Council on Local Government Analysis,,
opendata_opennorth_se,Municipality of Skelleftea ,,
opendata_opennorth_se,Municipality of Umea,,
opendata_opennorth_se,Skjutsgruppen,,
opendata_paris_fr_opendatasoft_com,Atelier Parisien d'Urbanisme ,http://www.wikidata.org/entity/Q2868877,
opendata_paris_fr_opendatasoft_com,AutoLib,http://www.wikidata.org/entity/Q787037,http://dbpedia.org/resource/Autolib'
opendata_paris_fr_opendatasoft_com,Autolib Velib Métrople ,,
opendata_paris_fr_opendatasoft_com,Centre national du cinéma et de l'image animée,http://www.wikidata.org/entity/Q1054221,http://dbpedia.org/resource/National_Center_of_Cinematography_and_the_moving_image
opendata_paris_fr_opendatasoft_com,DEVE,http://www.wikidata.org/entity/Q780110,http://dbpedia.org/resource/Construction
opendata_paris_fr_opendatasoft_com,Direction de la Voirie et des déplacements - Agence de la mobilité,,
opendata_paris_fr_opendatasoft_com,Direction de la Voirie et des déplacements - Service des Déplacements,,
opendata_paris_fr_opendatasoft_com,Direction de l'urbanisme ,,
opendata_paris_fr_opendatasoft_com,Direction des Espaces Verts et de l'Environnement,,
opendata_paris_fr_opendatasoft_com,Direction des Espaces Verts et de l'Environnement (DEVE) - Ville de Paris,,
opendata_paris_fr_opendatasoft_com,Direction des Espaces Verts et de l'Environnement (DEVE) - Ville de ParisMairie de Paris / Direction des Espaces Verts et de l'Environnement,,
opendata_paris_fr_opendatasoft_com,EcoEmballages,,
opendata_paris_fr_opendatasoft_com,JcDecaux - Velib,,
opendata_paris_fr_opendatasoft_com,Mairie,http://www.wikidata.org/entity/Q607106,http://dbpedia.org/resource/Seat_of_local_government
opendata_paris_fr_opendatasoft_com,Mairie de Paris,http://www.wikidata.org/entity/Q3278478,http://dbpedia.org/resource/Mairie_de_Paris
opendata_paris_fr_opendatasoft_com,Mairie de Paris ,http://www.wikidata.org/entity/Q3278478,http://dbpedia.org/resource/Mairie_de_Paris
opendata_paris_fr_opendatasoft_com,Mairie de Paris - Centre d'Action Sociale de la Ville de Paris,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction de la Communication ,,
opendata_paris_fr_opendatasoft_com,"Mairie de Paris / Direction de la Démocratie, des Citoyens et des Territoires",,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction de la Prévention et de la Protection,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction de la Prévention et Protection,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction de la Propreté et de l'Eau,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction de l'Attractivité et de l'Emploi,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris/Direction de la Voirie et des Déplacements,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris/Direction de la Voirie et des Déplacements ,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris/Direction de l'Urbanisme,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Affaires Culturelles  ,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Affaires Scolaires ,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Espaces Verts et de l'Environnement,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Finances et des Achats,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Ressources Humaines,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction des Systèmes et Technologies de l'Information,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction du Logement,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction du Logement et de l'Habitat,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Direction du Patrimoine et de l’Architecture,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris/DVD,,
opendata_paris_fr_opendatasoft_com,Mairie de Paris / Service du Conseil de Paris,,
opendata_paris_fr_opendatasoft_com,OpenAgenda,http://www.wikidata.org/entity/Q64623638,
opendata_paris_fr_opendatasoft_com,Réseau des bibliothèques de prêt de la Ville de Paris,,
opendata_paris_fr_opendatasoft_com,Réseau des bibliothèques spécialisées et patrimoniales de la Ville de Paris,,
opendata_paris_fr_opendatasoft_com,SEMAEST ,,
opendata_paris_fr_opendatasoft_com,Service Informatique des Bibliothèques,,
opendata_paris_fr_opendatasoft_com,Ville de Paris,http://www.wikidata.org/entity/Q16039526,http://dbpedia.org/resource/French_ship_Ville_de_Paris_(1764)
opendata_paris_fr_opendatasoft_com,Ville de Paris - Direction de la propreté et de l'eau,,
opendata_paris_fr_opendatasoft_com,,,
opendatareno_org,Code for Reno,,
opendatareno_org,Nevada Bicycle Coalition,,
opendata_rubi_cat,AjRubi,,
opendata_rubi_cat,Ajuntament de Rubí,http://www.wikidata.org/entity/Q60051469,
opendata_rubi_cat,Ajutnament de Rubí,,
opendata_rubi_cat,dadesobertes,,
opendata_rubi_cat,developer,http://www.wikidata.org/entity/Q5482740,http://dbpedia.org/resource/Video_game_developer
opendata_rubi_cat,Dylan,http://www.wikidata.org/entity/Q1814575,http://dbpedia.org/resource/Bob_Dylan
opendata_rubi_cat,Dylan Bussone,,
opendata_rubi_cat,Josep Jounou,,
opendata_rubi_cat,Josep Vives,http://www.wikidata.org/entity/Q19289106,
opendata_rubi_cat,,,
opendata_socrata_com,-,http://www.wikidata.org/entity/Q180309,http://dbpedia.org/resource/United_States
opendata_socrata_com,…,http://www.wikidata.org/entity/Q32518,http://dbpedia.org/resource/United_States
opendata_socrata_com,테스트,http://www.wikidata.org/entity/Q2116338,
opendata_socrata_com,008,http://www.wikidata.org/entity/Q12761482,http://dbpedia.org/resource/Balls_8
opendata_socrata_com,00thoms,,
opendata_socrata_com,0r3n,,
opendata_socrata_com,1,http://www.wikidata.org/entity/Q199,http://dbpedia.org/resource/September_11_attacks
opendata_socrata_com,13800gulffreeway,,
opendata_socrata_com,1919alabamaave,,
opendata_socrata_com,2009resolutions,,
opendata_socrata_com,2012twit.com,,
opendata_socrata_com,31/08/2010,,
opendata_socrata_com,314126510003 ALAPATI SANJAY,,
opendata_socrata_com,360i,http://www.wikidata.org/entity/Q4635648,http://dbpedia.org/resource/360i
opendata_socrata_com,3D Dental System Inc,,
opendata_socrata_com,4vvvv.com,,
opendata_socrata_com,500chevroletlaurel,,
opendata_socrata_com,575autochevr,,
opendata_socrata_com,8100highway6,,
opendata_socrata_com,84mitsuspokane,,
opendata_socrata_com,aa,http://www.wikidata.org/entity/Q56034,http://dbpedia.org/resource/Minor_league_baseball
opendata_socrata_com,AABM CONSTRUCAO,,
opendata_socrata_com,Aaron Henderson,http://www.wikidata.org/entity/Q18059015,
opendata_socrata_com,Aaron Joyce,,
opendata_socrata_com,AaronNelson,,
opendata_socrata_com,Aaron Oaks,,
opendata_socrata_com,Aaron Plotkin,,
opendata_socrata_com,Aaron Shon,,
opendata_socrata_com,aarontemboodev,,
opendata_socrata_com,AB,http://www.wikidata.org/entity/Q1951,http://dbpedia.org/resource/Bachelor_of_Arts
opendata_socrata_com,abensur,,
opendata_socrata_com,Abhijit chowdhury,http://www.wikidata.org/entity/Q21005364,
opendata_socrata_com,abhijit gadkari,,
opendata_socrata_com,Abhimanyu Mitra,,
opendata_socrata_com,abhishek agarwal,http://www.wikidata.org/entity/Q61545878,
opendata_socrata_com,Abhishek Satpathy,,
opendata_socrata_com,A Bias,http://www.wikidata.org/entity/Q34617375,http://dbpedia.org/resource/Conflict_of_interest
opendata_socrata_com,abigail spicer,,
opendata_socrata_com,abi mann,,
opendata_socrata_com,Abode Characters,,
opendata_socrata_com,absreduce2,,
opendata_socrata_com,Abt Associates,http://www.wikidata.org/entity/Q30291787,
opendata_socrata_com,"Abt Associates, Inc.",,
opendata_socrata_com,Abu Haniffa,,
opendata_socrata_com,achalbaud,,
opendata_socrata_com,acidrefluxprevent2,,
opendata_socrata_com,Ackman Realty,,
opendata_socrata_com,acmamak,,
opendata_socrata_com,acsanphy,,
opendata_socrata_com,actuvisu,,
opendata_socrata_com,ActuVisu,,
opendata_socrata_com,a d,http://www.wikidata.org/entity/Q727,http://dbpedia.org/resource/Population_density
opendata_socrata_com,Adam Banasiak,http://www.wikidata.org/entity/Q4678669,http://dbpedia.org/resource/Adam_Banasiak
opendata_socrata_com,Adam  C,http://www.wikidata.org/entity/Q44164,http://dbpedia.org/resource/Bonanza
opendata_socrata_com,Adam Droge,http://www.wikidata.org/entity/Q10379720,
opendata_socrata_com,"Adam Green, Twitter API consultant",,
opendata_socrata_com,Adam Griffith,http://www.wikidata.org/entity/Q4679153,http://dbpedia.org/resource/Adam_Griffiths
opendata_socrata_com,adamhanig,,
opendata_socrata_com,Adam John,http://www.wikidata.org/entity/Q61794731,http://dbpedia.org/resource/April_Fools'_Day
opendata_socrata_com,Adam Jundt,,
opendata_socrata_com,Adam Krupinski,,
opendata_socrata_com,Adam Lee,http://www.wikidata.org/entity/Q278510,http://dbpedia.org/resource/A._A._Attanasio
opendata_socrata_com,Adam M,http://www.wikidata.org/entity/Q79822,http://dbpedia.org/resource/Adam_Mickiewicz
opendata_socrata_com,Adam Malejko,,
opendata_socrata_com,Adam Page,http://www.wikidata.org/entity/Q16525240,
opendata_socrata_com,addicted_guy,,
opendata_socrata_com,adeland,http://www.wikidata.org/entity/Q986273,http://dbpedia.org/resource/Adelândia
opendata_socrata_com,adeniyi,http://www.wikidata.org/entity/Q4682228,http://dbpedia.org/resource/Crispin_Adeniyi-Jones
opendata_socrata_com,adi putra,http://www.wikidata.org/entity/Q12682037,
opendata_socrata_com,adir miller,http://www.wikidata.org/entity/Q4682954,http://dbpedia.org/resource/Adir_Miller
opendata_socrata_com,aditya,http://www.wikidata.org/entity/Q204418,http://dbpedia.org/resource/Surya
opendata_socrata_com,Aditya Sridhar,,
